uuid,quarter_hour_of_day,day_type,poi_type,duration,probability
691fb3c7-dc1f-49ab-8256-b78d9944cdc8,58,weekday,home,60,1.0
c666a5d9-a42d-4f7c-bfb8-c1de02565a1b,59,weekday,home,60,1.0
5262a06b-d7c4-4f05-8ecd-ee631da067b4,60,weekday,home,60,1.0
eb2d4993-1430-4735-9ddd-7fe2d18b69ff,61,weekday,home,60,1.0
72496bc7-48c6-4a28-9bfe-1e3a09e62dcc,62,weekday,home,60,1.0
59f7993f-a33b-43f1-9b11-1efcc2aed7f6,63,weekday,home,60,1.0
f0a9855f-2664-4010-ab03-467360fe9cf9,64,weekday,home,60,1.0
4a2f926b-e403-4bad-a6f6-a11158dd4ab3,65,weekday,home,60,1.0
b00a99c5-8015-4780-b5b6-c60030ec173c,66,weekday,home,60,1.0
ea293001-50f5-4a80-b68e-22ac1f1b4c55,67,weekday,home,60,1.0
812eca83-3f10-495a-b012-b4bed36c7e96,68,weekday,home,60,1.0
edcf6b44-7aab-435c-87f6-79284d2d1e1a,69,weekday,home,60,1.0
1ef81b3b-efc5-4bdf-8a3d-55bcb60086a1,70,weekday,home,60,1.0
48ff6a08-e1a9-48a0-85b2-ee8a1e516e68,71,weekday,home,60,1.0
6add9359-395a-4e7e-a4c9-c6ca01aa135e,72,weekday,home,60,1.0
e0dcbf58-7263-4bd1-8b70-5dba9cc1a97d,73,weekday,home,60,1.0
3beda603-b603-4759-8476-b1fc18b3aaa4,74,weekday,home,60,1.0
0c3beb98-d9a9-4049-983b-ae9b718749ff,75,weekday,home,60,1.0
3c7618d1-f541-48f7-9292-46e84746df1c,76,weekday,home,60,1.0
17b0672e-962a-46f5-b397-6e1bd0531d6b,77,weekday,home,60,1.0
13a70bca-d04a-4994-b9f7-feb66b9976f6,78,weekday,home,60,1.0
ceb85a1f-69db-4138-9a47-ac995455c898,79,weekday,home,60,1.0
d8d14786-0bcf-49e4-bce6-82dca8c2b186,80,weekday,home,60,1.0
05cecd85-7fff-4530-8cd9-a64aa80c077c,81,weekday,home,60,1.0
e347f189-33e8-4e04-a477-56a24199e19e,82,weekday,home,60,1.0
a17759c0-d1cd-422c-8895-6e59a7b7f0b9,83,weekday,home,60,1.0
7835202c-308f-4784-93ab-e5a65b428b20,84,weekday,home,60,1.0
6934df64-3a6c-46df-a259-5cec08c626fa,85,weekday,home,60,1.0
b3bfd8c6-44f1-43b6-a447-4724a95dd464,86,weekday,home,60,1.0
086e5a4a-13bc-49a7-b076-de3d72c6ae71,87,weekday,home,60,1.0
62055ac9-adc2-447e-81a7-11e2d5b0c899,88,weekday,home,60,1.0
d7d2acd9-1347-478e-a6c3-bd2688714add,89,weekday,home,60,1.0
76022554-4e1a-4297-ba29-3b5feb1febd5,90,weekday,home,60,1.0
26ae3d79-1cc2-4a35-8fb6-a65d8f03fa15,91,weekday,home,60,1.0
5c4283d6-a697-4c69-a748-f2f1496124a4,92,weekday,home,60,1.0
34329d62-2438-4cf0-8279-cb6dd9dda96a,93,weekday,home,60,1.0
0bbd7b3d-2b05-4454-b7b0-811418265e7d,94,weekday,home,60,1.0
b5c152d2-e4ab-4fa2-81f8-1fd08873baab,95,weekday,home,60,1.0
5069f454-7332-492a-9eed-3391f330ddd4,0,weekday,work,60,1.0
d7cbb6a2-0c62-48f1-8875-a30cfe66f929,1,weekday,work,60,1.0
d0a7b110-4371-446c-8fbc-5979461617c4,2,weekday,work,60,1.0
bff737b1-d943-48c2-a755-6e2b6cf78cfe,3,weekday,work,60,1.0
a3f74ce9-4a4b-4739-beb9-44927fa9563d,4,weekday,work,60,1.0
c68cfb76-b4a4-4ab5-b3ca-f6526c612c49,5,weekday,work,60,1.0
3266be34-2059-4e74-8896-6625cc53bdfb,6,weekday,work,60,1.0
20d07c01-bd97-4c1c-9542-4f52a7b1e0c5,7,weekday,work,60,1.0
4e1f6706-3ec6-417a-8612-ce8435865b27,8,weekday,work,60,1.0
79c057f5-44f6-455c-abd3-d057f22d68a4,9,weekday,work,60,1.0
b3ceb786-868c-4e2d-8097-8a982a83b0c2,10,weekday,work,60,1.0
3981f0ab-d956-4c18-89d8-07f38b217174,11,weekday,work,60,1.0
2bbafd90-ac69-4d34-a430-157c96e59ab0,12,weekday,work,60,1.0
b12bf97a-409f-4631-b1b3-0943d65662b1,13,weekday,work,60,1.0
792fac49-89f9-4113-8180-66415df12a20,14,weekday,work,60,1.0
65407b22-71a9-419c-a065-aacbead237bc,15,weekday,work,60,1.0
f6f7cc0e-af16-4538-9c4f-6d6c12787c02,16,weekday,work,60,1.0
f74e8efa-88c6-451c-803f-6de6368468fd,17,weekday,work,60,1.0
d94d4a21-dcbc-462a-8137-5c7c854d2328,18,weekday,work,60,1.0
a6dafb29-1f04-4db3-bd55-9b239496786e,19,weekday,work,60,1.0
394bbcbd-6b61-4bf1-bb79-287ba29b00e4,20,weekday,work,60,1.0
7924986d-47a1-40a3-a647-6a637fb0295d,21,weekday,work,60,1.0
ef30f271-2dbf-4ac3-b939-5dde236b8259,22,weekday,work,60,1.0
9bc0470e-26f0-4c61-9504-9b1e9d12c37d,23,weekday,work,60,1.0
859fac14-5029-4201-b6f5-74927dbcb749,24,weekday,work,60,1.0
7e169855-59df-473e-96a4-9335c9948646,25,weekday,work,60,1.0
c579c3a7-9f1f-4ff1-80bc-a7bfe1648655,26,weekday,work,60,1.0
ab879a30-a7cb-4702-a269-652041c7cb69,27,weekday,work,60,1.0
0f8a3f0f-70ff-4ee5-93e1-e7207ea12f92,28,weekday,work,60,1.0
2eeb18ee-aa92-48d3-a509-f9c35e0a153f,29,weekday,work,60,1.0
87680921-435d-411b-a8ff-3b1a3f129772,30,weekday,work,60,1.0
381d7a81-6d28-46b1-b49d-405ae5ce9b21,31,weekday,work,60,1.0
c262c284-0576-407e-89e0-7d0d41ed6bc6,32,weekday,work,60,1.0
bf66b88a-9ba8-4597-9e7c-cabdfdbd2963,33,weekday,work,60,1.0
df92a8db-4dd7-4956-80a2-27003696a832,34,weekday,work,60,1.0
e55c1af5-744e-41bf-a82d-ebf8e940d946,35,weekday,work,60,1.0
7cd90c96-3b5e-4859-8bd4-7c78457d2580,36,weekday,work,60,1.0
b14e3b02-b458-4a78-8f63-14a41ce659d6,37,weekday,work,60,1.0
4f5e9883-1ac1-4b94-89fd-a2986ae5f0dc,38,weekday,work,60,1.0
87638a30-064c-4e8b-ae2a-a476e1cb877b,39,weekday,work,60,1.0
6ad13bdf-ae2e-4868-bfd5-e1526beb0a27,40,weekday,work,60,1.0
c9d5257c-32f5-4985-af2e-cf6292f75328,41,weekday,work,60,1.0
7697ad92-5794-4649-a28c-cbd7a732c3d0,42,weekday,work,60,1.0
a186c5fa-f94b-4151-b109-ceaa9ebca329,43,weekday,work,60,1.0
f6d452a9-f8f6-4b82-878e-33566254fba8,44,weekday,work,60,1.0
ab33b8bc-adfe-4674-a3be-dad5e88f3b48,45,weekday,work,60,1.0
cd766be3-7392-4397-a369-89cafa0c17b8,46,weekday,work,60,1.0
9ea4f3c8-7a04-466a-b828-d5ec9b7a84a0,47,weekday,work,60,1.0
bfcdeb90-70bb-43dc-aa30-be91004a6060,48,weekday,work,60,1.0
052d9d66-b54f-436b-9306-b1bebefc3668,49,weekday,work,60,1.0
d2eb7827-2635-4f91-ba94-b11bf85ae9a6,50,weekday,work,60,1.0
db5843de-b16c-40b7-86bf-7e2e4e045b42,51,weekday,work,60,1.0
53eb9bfc-3201-4986-942c-bc829ee15a5e,52,weekday,work,60,1.0
f24fdcfb-e7f9-479b-8680-c6a7eef155fb,53,weekday,work,60,1.0
c0d20a36-7df1-463a-b27c-58a885fe34ef,54,weekday,work,60,1.0
668f9699-198d-4ec5-b644-b4086294d677,55,weekday,work,60,1.0
41596fcd-4212-48c8-b8c2-e72fb8c36f95,56,weekday,work,60,1.0
b83c9be2-ff3c-470f-992d-ea2fd47e9acf,57,weekday,work,60,1.0
6d617761-5cd7-4770-92a8-c621c8eb5aaf,58,weekday,work,60,1.0
4183f24f-ca73-4d83-9059-de31dfb26d3a,59,weekday,work,60,1.0
56ecb09e-29f9-43be-aea2-56742250df13,60,weekday,work,60,1.0
1be9f549-edc7-4981-be18-f0ea77074333,61,weekday,work,60,1.0
b3281c2b-d120-460e-9883-c799c6ff526e,62,weekday,work,60,1.0
ed7402fe-849e-4070-9370-caa6bc30ace8,63,weekday,work,60,1.0
7d43fc93-4620-4878-b928-a01e26e05599,64,weekday,work,60,1.0
619827ec-6010-4853-b6a5-baedbbf8dbeb,65,weekday,work,60,1.0
f646d1f0-5cc2-4d89-bedd-9fc7ae5ec834,66,weekday,work,60,1.0
bb4ed9f1-16c8-447e-a415-add50a2233fe,67,weekday,work,60,1.0
469ae920-3db3-440d-9f15-0ae7f3a02a33,68,weekday,work,60,1.0
9cf705dc-a339-4c1a-8ab5-575b90d5fd22,69,weekday,work,60,1.0
d3555850-af3d-4eca-a59b-d19f6bf2739b,70,weekday,work,60,1.0
f636265d-6017-4e20-b0da-f32e18b68644,71,weekday,work,60,1.0
93b9ba8b-142d-4c61-b0e9-6568f0d291d7,72,weekday,work,60,1.0
5f138a90-f217-4fe0-96c6-d06e2cc2da60,73,weekday,work,60,1.0
913e6c30-32a8-441f-8d20-068850f822e4,74,weekday,work,60,1.0
70e7d6ce-55ce-48f6-a6a2-244aa3f71340,75,weekday,work,60,1.0
3e4b0eff-2add-4a44-acc1-55f1f36c59df,76,weekday,work,60,1.0
929e522a-70a2-4b9e-bf7a-d1f82780dba4,77,weekday,work,60,1.0
cfdf8d01-fd9a-41d8-a3a1-a246e62ad946,78,weekday,work,60,1.0
8ea7f970-83bd-4845-81a6-7fa6d6414a5e,79,weekday,work,60,1.0
794d0e54-ae4d-4604-89c3-f95bb387e1e6,80,weekday,work,60,1.0
65b871c8-b91f-450a-92ac-1dc0aaa4e86f,81,weekday,work,60,1.0
3af84499-d658-4737-93cb-ec64c82ab269,82,weekday,work,60,1.0
7307a3d7-fb9c-468a-84c5-5d27697990de,83,weekday,work,60,1.0
501dca45-0745-42b1-9de0-695b9e8149f5,84,weekday,work,60,1.0
a505d5d0-0c2e-46b7-9baa-b1602836cb36,85,weekday,work,60,1.0
e25c3b86-9550-47c9-ba00-923f27a5198d,86,weekday,work,60,1.0
b12d4be8-acd7-4637-9772-1909bac85985,87,weekday,work,60,1.0
785b3567-775c-4593-b3bf-2bfda1e2b949,88,weekday,work,60,1.0
81e0b739-f0ec-418b-b5cf-1ce8bb35cade,89,weekday,work,60,1.0
c1dec9c3-cee3-403f-950a-55f7a54dd1dd,90,weekday,work,60,1.0
4fdc525b-6369-4d64-8422-c42ec5c29a62,91,weekday,work,60,1.0
d5ec9711-4791-4789-827d-afed15168804,92,weekday,work,60,1.0
bb00c6e4-a733-4ddb-bcb4-14dcd6fbca87,93,weekday,work,60,1.0
9fabaa43-2221-4281-a1c2-bacf7277666c,94,weekday,work,60,1.0
24756220-ba40-490a-93e1-c27df3fc8216,95,weekday,work,60,1.0
de229f70-69ef-448c-a4cc-a92fc6fb1b6a,0,weekday,shopping,60,1.0
b4884f2a-b568-4333-8aef-e1dfb17c02da,1,weekday,shopping,60,1.0
d1ed6442-68a4-4760-bd3e-3559913e2372,2,weekday,shopping,60,1.0
4141c80d-ffc1-43a0-9de6-677ccee01fb8,3,weekday,shopping,60,1.0
14ca4006-087d-40f7-b679-9f3d98eb67d9,4,weekday,shopping,60,1.0
7992ebfc-3a6e-4f01-9af3-fe7659c636d8,5,weekday,shopping,60,1.0
d97a0afa-5e6d-453e-9c39-f696cfc48cd7,6,weekday,shopping,60,1.0
ea167670-e21c-4109-a544-65ddb13c54e3,7,weekday,shopping,60,1.0
d617aa87-a9b9-4017-a857-2764577d8500,8,weekday,shopping,60,1.0
7285b58a-1f51-4f92-bd1c-b6317550d393,9,weekday,shopping,60,1.0
369d220c-e802-4ed6-b752-dc706dff16b2,10,weekday,shopping,60,1.0
669670c0-1cf3-4033-807d-d286f62953ce,11,weekday,shopping,60,1.0
8bf3ba9f-eb12-406a-bacf-13c066e5b201,12,weekday,shopping,60,1.0
499749ff-a0c2-49f5-842b-ba066122e59f,13,weekday,shopping,60,1.0
9fe956d1-f4b4-4a5a-b392-337b9dbfc9a3,14,weekday,shopping,60,1.0
ca9d1f76-5cfb-4f05-b400-b9015ff69c0c,15,weekday,shopping,60,1.0
88f2322f-69a9-40e4-a08e-378b5ce3bc69,16,weekday,shopping,60,1.0
618d8fbe-2502-4f0c-adc2-51fb49219268,17,weekday,shopping,60,1.0
f0d7c4d6-6d12-4f8b-ac04-99dda87ad25e,18,weekday,shopping,60,1.0
a490d57e-f53d-4154-99dd-44bd2b24b4b4,19,weekday,shopping,60,1.0
2156d5a5-0b96-4364-9e3f-ea827493cca9,20,weekday,shopping,60,1.0
946deaec-070a-4f8c-a666-e798c9647a4d,21,weekday,shopping,60,1.0
d216a431-19c6-4b63-a9b5-e9414f0c70f6,22,weekday,shopping,60,1.0
74f9b33b-b89b-41a9-ae5a-47d5009a1a73,23,weekday,shopping,60,1.0
f7df515a-2aeb-409e-8432-827bfb05e722,24,weekday,shopping,60,1.0
eb207d58-a5c0-4c1b-a9e6-566bafe89493,25,weekday,shopping,60,1.0
65e765da-b66f-47dd-b7c5-cc11e83ab669,26,weekday,shopping,60,1.0
21763042-6ddc-45ca-ae42-650c4dcbf784,27,weekday,shopping,60,1.0
d794a703-9d5c-41f6-88cb-ddabc548d5ee,28,weekday,shopping,60,1.0
24fc9c23-5aa9-42a1-939a-5ea846c59e52,29,weekday,shopping,60,1.0
3e7a2a87-4497-4e40-b7cb-7acc33df8b2d,30,weekday,shopping,60,1.0
a4ae9203-9980-42bf-8ec5-de5392278c80,31,weekday,shopping,60,1.0
06dd47d8-5110-44d4-9710-0be968e17e24,32,weekday,shopping,60,1.0
20084f4e-56a7-412e-ad1b-8278fe67b044,33,weekday,shopping,60,1.0
dd13545e-5cdc-4b95-80f0-41d73c6de4f7,34,weekday,shopping,60,1.0
95ce18eb-6c19-42f4-bdb3-b1e98c7bd1ff,35,weekday,shopping,60,1.0
00c9f587-f839-4819-818d-0932ea79fcc4,36,weekday,shopping,60,1.0
9040f50f-9f52-484c-ac21-274344ed593f,37,weekday,shopping,60,1.0
0e4dcca2-3797-43e0-bf51-c81063677055,38,weekday,shopping,60,1.0
a90e79a3-60ff-4752-ba4d-5dea9bb06671,39,weekday,shopping,60,1.0
5ab7b0e8-115e-4cb2-a48a-4b226e85d472,40,weekday,shopping,60,1.0
5fa3078c-b758-4ad1-8655-58991d1e6cbc,41,weekday,shopping,60,1.0
cc8747e4-3193-4ff2-8242-5ebd17057ec5,42,weekday,shopping,60,1.0
c2f319bf-48ea-4f58-a8e2-dd3549f76980,43,weekday,shopping,60,1.0
95763464-5328-431d-8ddc-174b616ac6ad,44,weekday,shopping,60,1.0
36876e32-29ab-46c3-9113-d85add05d721,45,weekday,shopping,60,1.0
d66640e0-adff-4d33-a7c3-de8b1513d937,46,weekday,shopping,60,1.0
a7643e7c-fa09-420a-a7e8-f65c0d7a46b2,47,weekday,shopping,60,1.0
121e9f24-2266-426c-a80c-5323a60d24a1,48,weekday,shopping,60,1.0
3ba88ecc-bde4-4f50-8481-c0e44c989d80,49,weekday,shopping,60,1.0
f9446eb6-38e2-4c64-a21a-768299ada73e,50,weekday,shopping,60,1.0
3b6c273f-46b1-4a87-ac68-b05b7bf6f376,51,weekday,shopping,60,1.0
4a8411a0-4ece-4b86-bd49-b22e829d9908,52,weekday,shopping,60,1.0
8ee04262-de7d-41ba-875c-9bd2b82b8061,53,weekday,shopping,60,1.0
1bba9beb-5d71-4cd4-b291-93d30718c916,54,weekday,shopping,60,1.0
b797bb91-5d52-4736-ae7b-1826e69fb683,55,weekday,shopping,60,1.0
34062fd8-807f-4551-856c-ff16457b59e0,56,weekday,shopping,60,1.0
4bd9163c-43a9-4df7-b02c-cf6c0fad3627,57,weekday,shopping,60,1.0
86b78fdb-b466-46e4-aa12-92f5522f2355,58,weekday,shopping,60,1.0
02e433c2-e582-4af9-a512-0a0d1cad2263,59,weekday,shopping,60,1.0
0596200e-d966-492b-b292-fd217d90bd88,60,weekday,shopping,60,1.0
0bd04cee-022b-4381-b986-d162a21918d3,61,weekday,shopping,60,1.0
c627bbe6-da4a-49a4-8ec5-7d95dd980aee,62,weekday,shopping,60,1.0
d1bc0f6e-7350-4eb3-8cbb-8d442c2cef02,63,weekday,shopping,60,1.0
beb29fe7-63bd-43d3-a9d8-876cc7d0377f,64,weekday,shopping,60,1.0
662fd5d6-e8ff-4a6c-9a2d-02fb4d3f2535,65,weekday,shopping,60,1.0
080145c6-8574-45f7-9669-5994b824a32d,66,weekday,shopping,60,1.0
fffbe0e2-5a54-41d2-9b20-1c2ebc3f0961,67,weekday,shopping,60,1.0
4c6515d2-590b-4fef-b0b8-e23d50500dd1,68,weekday,shopping,60,1.0
3da837c5-d001-4d5b-a72b-f34bc8123ef9,69,weekday,shopping,60,1.0
a91b158b-6f8c-422c-a4d3-9ade21519aa5,70,weekday,shopping,60,1.0
b4ff2e6a-374d-4639-ba64-a48a857f357f,71,weekday,shopping,60,1.0
a1e104d7-5a3d-46ed-85de-0e445f7ba9e1,72,weekday,shopping,60,1.0
a4932eb6-d44f-42c0-8447-e860354c7481,73,weekday,shopping,60,1.0
e71156ab-19c2-4ea9-8b70-aa1f1a23d684,74,weekday,shopping,60,1.0
75342d6d-1689-4321-9a4a-1c1d83ce278f,75,weekday,shopping,60,1.0
a3d509e8-f90e-4ffe-b769-3c23e5a44391,76,weekday,shopping,60,1.0
6560f442-bd0a-4623-bbd6-cc25a596d61a,77,weekday,shopping,60,1.0
c3e36e99-b913-4134-962b-b0c7f46b57c5,78,weekday,shopping,60,1.0
48fd0dbf-7eb6-425c-b1a9-55f102531fc6,79,weekday,shopping,60,1.0
5bdd083b-11f2-485d-b3ea-6ddceffadd92,80,weekday,shopping,60,1.0
e4cd18a5-9f50-4ae7-8bd2-0dfd4beab866,81,weekday,shopping,60,1.0
277b5974-a976-455c-ab5a-3fda7eab79f4,82,weekday,shopping,60,1.0
bf3367c4-76bd-4236-8b03-601d880500cc,83,weekday,shopping,60,1.0
a371c588-3e38-42b4-a162-8f15573366e9,84,weekday,shopping,60,1.0
2c14d4b9-17fd-4f30-8733-592b197c1ded,85,weekday,shopping,60,1.0
c4e24cfd-e349-4501-8900-a3f656689638,86,weekday,shopping,60,1.0
7153c556-cfe4-4f5b-8aef-c5e8a0cbd8a0,87,weekday,shopping,60,1.0
7005505e-823b-4aa5-839b-e8a6e5b0aeaf,88,weekday,shopping,60,1.0
a61da57b-7561-4d24-bffe-f64b2b721222,89,weekday,shopping,60,1.0
b1680e4f-fbcc-4437-9143-06ca14c799db,90,weekday,shopping,60,1.0
564685d6-6743-45d3-9494-f1e49985e33f,91,weekday,shopping,60,1.0
154e262e-7817-4c74-8cb8-70fba7b73faa,92,weekday,shopping,60,1.0
e10088f5-4baf-4ca7-831e-3907ce5a759c,93,weekday,shopping,60,1.0
cdebb28d-609f-4c4d-963a-8b6964310cb5,94,weekday,shopping,60,1.0
c0498cc2-abfb-4f95-a0f7-1b5d439950e4,95,weekday,shopping,60,1.0
49db8e03-561f-4de4-b8d1-dc12dddf5a73,0,weekday,leisure,60,1.0
ccd5151a-f097-4ce6-a124-83804dcdf403,1,weekday,leisure,60,1.0
722c777b-bbb6-4547-83d2-71d2523078fd,2,weekday,leisure,60,1.0
0fbf586c-204c-4bf0-a82d-55bc07194f6a,3,weekday,leisure,60,1.0
afc5082d-7583-4577-85b4-c78fe0f3f5fe,4,weekday,leisure,60,1.0
e393dc15-bbbb-4e74-98df-c237e80b7bcf,5,weekday,leisure,60,1.0
2a2ff7d8-eb9a-4d48-930b-b0b773067b2b,6,weekday,leisure,60,1.0
935f508c-24f5-4e87-a5cd-c19c869ebdf3,7,weekday,leisure,60,1.0
2a39b413-2c7b-4bef-9481-321540b6f2a8,8,weekday,leisure,60,1.0
2eb42beb-064e-424f-ba7f-f0848f910998,9,weekday,leisure,60,1.0
77345e88-f2ba-4b2a-b760-2baa6dde4e0d,10,weekday,leisure,60,1.0
a1e1c19e-37b3-4e46-bbd1-7aed31705ba8,11,weekday,leisure,60,1.0
f228b6d2-63ee-4448-b1d9-46ef83039bf6,12,weekday,leisure,60,1.0
126eb4a6-e77c-4583-aa62-fc2567b4ca49,13,weekday,leisure,60,1.0
526ce66d-1979-4b92-b903-e8b7e1a91033,14,weekday,leisure,60,1.0
1bf36417-3612-4877-b1e5-610866543070,15,weekday,leisure,60,1.0
30f004ba-e15d-404e-9dcb-cce14c34358d,16,weekday,leisure,60,1.0
e5f238c2-f829-4e2b-afe4-c0bdf036ebb6,17,weekday,leisure,60,1.0
ab31f6c3-18e7-46ee-96d8-22b7018e03ce,18,weekday,leisure,60,1.0
1eeb962a-51e9-44ef-8b2e-9485c2beb91f,19,weekday,leisure,60,1.0
792990ac-c8cd-4640-a259-498c7e00da12,20,weekday,leisure,60,1.0
bbf537a6-2168-48a9-8ddf-8d76edf1653f,21,weekday,leisure,60,1.0
0dcf1ab5-20d6-4cdb-8505-11133c01d98c,22,weekday,leisure,60,1.0
f2ddde17-1049-4e9a-ba32-f839a1deea6a,23,weekday,leisure,60,1.0
5f4022d5-df10-49e5-8f6f-afb10fd039e2,24,weekday,leisure,60,1.0
d52f2bb9-05d5-4e77-989b-79046ef3672a,25,weekday,leisure,60,1.0
a22dc030-530f-4e80-b06b-694e0aec464b,26,weekday,leisure,60,1.0
08012b8a-4e08-43ea-acea-539a52bf8d5e,27,weekday,leisure,60,1.0
e55ade3c-e261-449e-92e3-435178ae3647,28,weekday,leisure,60,1.0
a3077564-ffff-4a2f-a594-41fe8379f34d,29,weekday,leisure,60,1.0
2d17e897-b3d1-4ea2-a5df-7dcbf23013af,30,weekday,leisure,60,1.0
95309d42-65ce-4823-853d-e225c9630363,31,weekday,leisure,60,1.0
3f3c2329-591e-4d11-b86e-d7811e804370,32,weekday,leisure,60,1.0
da4773c9-f33d-4e6c-9caf-46cd0088a5f5,33,weekday,leisure,60,1.0
043dde07-0bcf-4741-8253-16c0efaaf73a,34,weekday,leisure,60,1.0
33bbffeb-f517-4a1d-b45c-0ded013ba2ef,35,weekday,leisure,60,1.0
5716f1db-9d20-4d34-81ec-ca346a92abfb,36,weekday,leisure,60,1.0
8ab1f12e-953d-449c-ae55-ebadf2e774ee,37,weekday,leisure,60,1.0
f749b314-371a-4770-a3a9-38599603c89a,38,weekday,leisure,60,1.0
f3875dad-cb48-4c28-8851-5407a294385e,39,weekday,leisure,60,1.0
b70621df-1cf1-4b4e-8cab-d95f608bab12,40,weekday,leisure,60,1.0
4ccec55f-7b68-4d87-ae46-271cfb335d3e,41,weekday,leisure,60,1.0
1f714610-e0a7-410d-b136-fea5c20ab7af,42,weekday,leisure,60,1.0
f6faaec1-b62d-4a41-88ba-0df7ba888c25,43,weekday,leisure,60,1.0
